Fines	Areas_actividad	TM 	frequency_l1	keywords_l1	frequency_l2	keywords_l2
Redistribution of obsolete computer material to countries of the third world or communities deficitarias in technology of the information.	Education	UNKNOWN	69	ill (4), alter (3), compani (3), condit (3), collegi (3), present (3), paragraph (2), antiqu (2), implement (2), coordin (2), familiar (2), mention (2), consist (2), treatment (2), wish (2), mutual (2), adolesc (2), consequ (2), passiv (2), segovia (2), 	6	comput (1), redistribut (1), absorpt (0), insular (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), announc (0), continu (0), soloist (0), conting (0), 
School (parvulario, primary and secondary). Integrate the students and his parents to catalunya. Teach the tongue, the culture and the traditions of our country.	Education	UNKNOWN	69	ill (4), alter (3), compani (3), condit (3), collegi (3), present (3), paragraph (2), antiqu (2), implement (2), coordin (2), familiar (2), mention (2), consist (2), treatment (2), wish (2), mutual (2), adolesc (2), consequ (2), passiv (2), segovia (2), 	5	rescu (1), good (1), parent (1), destin (1), marin (1), amplitud (1), coast (1), ecolog (1), primari (1), infarct (0), space (0), profit (0), itinerari (0), argentinian (0), meadow (0), communal (0), profil (0), trauma (0), internet (0), formula (0), 
"enaltecimiento And assessment of the teachers. Help to the continuity of the training received to the schools. Promotion of ""the moral athletics"" of the youth."	Cultural - education	UNKNOWN	69	communic (10), favour (8), civic (5), common (5), histori (5), widest (4), platform (4), collabor (3), digit (3), place (3), histor (3), requir (3), suitabl (3), doctor (3), virtual (3), possibl (3), measur (3), realm (3), geograph (3), librari (3), 	4	patient (1), assess (1), receiv (1), women (1), school (1), teacher (1), fight (1), failur (1), distributor (0), year (0), romanc (0), correct (0), redistribut (0), formula (0), internet (0), persian (0), trauma (0), sponsor (0), profil (0), begun (0), 
Attention to patients and pensioners without own resources.	Social services	UNKNOWN	69	communic (10), favour (8), civic (5), common (5), histori (5), widest (4), platform (4), collabor (3), digit (3), place (3), histor (3), requir (3), suitabl (3), doctor (3), virtual (3), possibl (3), measur (3), realm (3), geograph (3), librari (3), 	4	patient (1), assess (1), receiv (1), women (1), school (1), teacher (1), fight (1), failur (1), distributor (0), year (0), romanc (0), correct (0), redistribut (0), formula (0), internet (0), persian (0), trauma (0), sponsor (0), profil (0), begun (0), 
Reservation and teaching in sciences of the health and his promotion and organisation in the field of the municipal hospitals of barcelona (imas).	Research	UNKNOWN	69	communic (10), favour (8), civic (5), common (5), histori (5), widest (4), platform (4), collabor (3), digit (3), place (3), histor (3), requir (3), suitabl (3), doctor (3), virtual (3), possibl (3), measur (3), realm (3), geograph (3), librari (3), 	3	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Promote, develop, manage and spread the research biomédica and the training in research in the field of the sciences of the health, mainly to law	Research - health (hospitable)	UNKNOWN	69	ill (4), alter (3), compani (3), condit (3), collegi (3), present (3), paragraph (2), antiqu (2), implement (2), coordin (2), familiar (2), mention (2), consist (2), treatment (2), wish (2), mutual (2), adolesc (2), consequ (2), passiv (2), segovia (2), 	1	spread (1), argentinian (0), communal (0), absorpt (0), infarct (0), space (0), profit (0), itinerari (0), meadow (0), profil (0), soloist (0), trauma (0), internet (0), formula (0), correct (0), romanc (0), announc (0), conting (0), apparit (0), neighbourhood (0), 
Promote the realm of the holy heart of jesús; organisation of parallel spiritual exercises; velatorios and saint hours; pilgrimage to places of cult to the holy heart.	Cultural	Religion-Related	67	priest (7), merci (5), link (4), exercis (4), moral (4), liturgi (3), call (3), classroom (3), monk (3), congreg (3), likewis (2), cult (2), vocat (2), edg (2), deceas (2), seminar (2), primari (2), impoverish (2), extens (2), restor (2), 	40	religi (34), saint (22), church (15), cathol (13), spiritu (13), hous (11), histor (10), monasteri (10), cult (9), sacral (9), conserv (8), holi (8), heritag (8), save (7), properti (7), mainten (7), especi (7), theolog (6), charit (5), saviour (5), 
The private canonical foundation «real monastery of saint maria of pueblecito» constituted  the May of the year 2003, in accordance with the code of canonical right. How it expresses  in his statutes, proposes  basically: «ones until congruent with the mission of the Catholic church, that correspond to works of mercy, apostolat and charity —so much spiritual like storm— and in particular, the promotion, recovery, conservation, research and diffusion in the civil society of those spiritual values, social, cultural and other human values that have espe- cialment like referent the monastery of saint maria of pueblecito, the community of monks cistercencs that  resides, the geographic field of the historical territory of the ancient crown of aragó and the group of the world of the cister».	Cultural - education	Religion-Related	67	priest (7), merci (5), link (4), exercis (4), moral (4), liturgi (3), call (3), classroom (3), monk (3), congreg (3), likewis (2), cult (2), vocat (2), edg (2), deceas (2), seminar (2), primari (2), impoverish (2), extens (2), restor (2), 	40	religi (34), saint (22), church (15), cathol (13), spiritu (13), hous (11), histor (10), monasteri (10), cult (9), sacral (9), conserv (8), holi (8), heritag (8), save (7), properti (7), mainten (7), especi (7), theolog (6), charit (5), saviour (5), 
Centre of investigation and training of the pastoral mission of the church to catalunya. The service to the pastoral of the Catalan dioceses: to) preparing priests, religious, religious and secular competent; b) promoting the study and the investigation in the field of the pastoral.	Cultural - education - research	Religion-Related	67	priest (7), merci (5), link (4), exercis (4), moral (4), liturgi (3), call (3), classroom (3), monk (3), congreg (3), likewis (2), cult (2), vocat (2), edg (2), deceas (2), seminar (2), primari (2), impoverish (2), extens (2), restor (2), 	40	religi (34), saint (22), church (15), cathol (13), spiritu (13), hous (11), histor (10), monasteri (10), cult (9), sacral (9), conserv (8), holi (8), heritag (8), save (7), properti (7), mainten (7), especi (7), theolog (6), charit (5), saviour (5), 
Attention to the greater people to the residence property of the foundation.	Social services	Religion-Related	67	priest (7), merci (5), link (4), exercis (4), moral (4), liturgi (3), call (3), classroom (3), monk (3), congreg (3), likewis (2), cult (2), vocat (2), edg (2), deceas (2), seminar (2), primari (2), impoverish (2), extens (2), restor (2), 	40	religi (34), saint (22), church (15), cathol (13), spiritu (13), hous (11), histor (10), monasteri (10), cult (9), sacral (9), conserv (8), holi (8), heritag (8), save (7), properti (7), mainten (7), especi (7), theolog (6), charit (5), saviour (5), 
promocionar, boost and keep all those more own values of the monastery and of the sanctuary, like the spiritual, the social, the cultural and the ecological, in profit of the people or following entities: the pilgrims and the visitors that have to be very attended, so much spiritually like materialmente.	Cultural - research - social services	Religion-Related	67	priest (7), merci (5), link (4), exercis (4), moral (4), liturgi (3), call (3), classroom (3), monk (3), congreg (3), likewis (2), cult (2), vocat (2), edg (2), deceas (2), seminar (2), primari (2), impoverish (2), extens (2), restor (2), 	40	religi (34), saint (22), church (15), cathol (13), spiritu (13), hous (11), histor (10), monasteri (10), cult (9), sacral (9), conserv (8), holi (8), heritag (8), save (7), properti (7), mainten (7), especi (7), theolog (6), charit (5), saviour (5), 
His purpose is the attention and prevention of the disorders and disharmonies of the development of the boy guaranteeing the attention to the first infancy from an interdisciplinary action that take into account the medical appearances, psychological, educational and social; and the orientation to the family and in the school.	Social services	Youth Development	67	disord (11), psycholog (9), emot (6), autism (5), risk (5), boy (5), adopt (5), health (4), suitabl (4), healthi (4), attent (4), therapeut (4), live (3), accept (3), follow (3), detect (3), matur (2), addit (2), sing (2), obtain (2), 	35	teenag (20), prevent (20), disord (19), boy (15), differ (13), treatment (12), famili (11), psycholog (10), program (10), process (9), communic (7), school (6), behaviour (6), base (6), habit (6), parent (6), problem (6), factor (5), alter (5), intervent (5), 
